smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
[H]C(=O)C1=NC([H])(C([H])([H])[H])C([H])([H])O1,0.14062006,0.18949861,0.00026937,0.00286572,0.13157868,0.17193163,0.00012264,0.00319013,0.13437023,0.1824163,0.0002,0.0036
[H]C(=O)C1=C([H])C([H])(C([H])([H])[H])OC1([H])[H],0.14326378,0.18199101,0.00029152,0.07220226,0.13437721,0.15778316,0.00021656,0.05393226,0.14127176,0.18203411,0.0003,0.1224
[H]C(=O)C1=C([H])N(C([H])([H])[H])C([H])([H])C1([H])[H],0.15237347,0.16881442,0.00487811,0.52108121,0.14368313,0.17534352,0.00079971,0.45239465,0.15252808,0.17251236,0.0023,0.4481
[H]OC1([H])C([H])=C(C([H])=O)C([H])([H])C1([H])[H],0.14194445,0.22320163,0.00034749,0.35269631,0.13311055,0.19377551,0.00029699,0.00379799,0.14003698,0.20961448,0.0004,0.3513
[H]C1=C([H])C(=NC([H])([H])[H])N([H])C1=O,0.14906018,0.17970325,0.00017695,0.17695533,0.13809254,0.16027412,0.00032264,0.00007696,0.15330716,0.17561768,0.0002,0.0001
[H]C1=C([H])C(=NC([H])([H])[H])OC1=O,0.15773043,0.18052749,0.00097547,0.00080193,0.14372494,0.16586201,0.00165472,0.00040356,0.15997349,0.17978505,0.0011,0.0006
[H]C1=C([H])C([H])(C([H])([H])[H])OC1=NC([H])([H])[H],0.19440621,0.20842115,0.00117691,0.28199323,0.17784662,0.19847989,0.00145287,0.28482687,0.19386372,0.20778069,0.001,0.37
[H]N1C(C([H])([H])[H])=NC([H])([H])C1=NC([H])([H])[H],0.20976855,0.21482715,0.00478292,0.25612074,0.19882961,0.21239981,0.0036834,0.20917294,0.20844952,0.2152555,0.0039,0.2298
[H]C([H])([H])N=C1OC([H])([H])C(=O)C1([H])[H],0.15997048,0.22152341,0.00006835,0.00439857,0.15542906,0.19475734,0.00011298,0.00656133,0.15747821,0.21729509,0.0001,0.004
[H]N1C(=O)C([H])([H])C([H])([H])C1=NC([H])([H])[H],0.20309567,0.22276451,0.00139894,0.00087579,0.19335727,0.21201382,0.00143124,0.00005159,0.20025442,0.21686512,0.0013,0.0005
[H]C([H])([H])N=C1OC(=O)C([H])([H])C1([H])[H],0.21556733,0.22884085,0.0019998,0.00546854,0.20544029,0.21736352,0.00394746,0.00246475,0.20997462,0.22014683,0.0022,0.0036
[H]N1C(=O)N([H])C([H])([H])C1=NC([H])([H])[H],0.22080372,0.2399769,0.00282681,0.26904349,0.20843468,0.23353729,0.0015396,0.19717934,0.21584716,0.23813195,0.0018,0.2669
[H]N1C(=O)OC(=NC([H])([H])[H])C1([H])[H],0.22956685,0.26619661,0.00768364,0.00107279,0.21539093,0.25091672,0.00700736,0.12130194,0.22038203,0.25872628,0.0059,0
[H]N=C1OC([H])([H])C(=NC([H])([H])[H])N1[H],0.2259778,0.24714187,0.00205608,0.56561272,0.21321523,0.24050729,0.00119282,0.4057809,0.21943757,0.24439771,0.0014,0.499
[H]N1C(=O)OC([H])([H])C1=NC([H])([H])[H],0.22090698,0.25382159,0.00250161,0.43131375,0.20744662,0.24575295,0.00155437,0.00007105,0.21482186,0.24920085,0.0017,0.3889
[H]C([H])([H])N=C1OC(=O)OC1([H])[H],0.23004146,0.26818613,0.00795056,0.00006069,0.21517985,0.25517344,0.00734337,0.00022582,0.21998514,0.25819709,0.0061,0
[H]N=C1N([H])C(=NC([H])([H])[H])OC1([H])[H],0.24084879,0.2502579,0.00510203,0.00071225,0.22728157,0.23765021,0.00131197,0.39973861,0.23492741,0.24612493,0.0038,0.5857
[H]N1C(=O)C([H])([H])OC1=NC([H])([H])[H],0.21164544,0.25158233,0.00038408,0.0034857,0.20406263,0.2296575,0.00031619,0.00321832,0.20742054,0.24283219,0.0004,0.0031
[H]N1C(=O)C([H])([H])N([H])C1=NC([H])([H])[H],0.20891188,0.22787386,0.00432363,0.2114882,0.20092241,0.20910265,0.01618056,0.12190947,0.2058293,0.22531379,0.0031,0.1869
[H]C1=C(C([H])([H])[H])C([H])([H])OC1=NC([H])([H])[H],0.19811355,0.21388101,0.00106175,0.34892027,0.18114743,0.20171755,0.00143722,0.36731112,0.19801639,0.21156954,0.0011,0.4867
[H]C1=C(N([H])[H])C([H])([H])OC1=NC([H])([H])[H],0.20965924,0.21401006,0.01251751,0.38251872,0.19414103,0.20688455,0.00328254,0.50639613,0.20735072,0.20945278,0.3544,0.0286
[H]C([H])([H])N=C1OC([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.23362183,0.27004184,0.0058755,0.05257175,0.22158441,0.27161417,0.00572364,0.28688424,0.22514842,0.26972167,0.0044,0.229
[H]OC1([H])C([H])([H])OC(=NC([H])([H])[H])C1([H])[H],0.23445566,0.26737785,0.00683766,0.01619382,0.22225158,0.2654778,0.0066396,0.08785549,0.2258246,0.26637381,0.0052,0.0461
[H]C([H])([H])N=C1OC([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.23274997,0.26497326,0.00518221,0.11083449,0.22096124,0.26683809,0.00511467,0.24321346,0.22477725,0.26621211,0.004,0.2104
[H]C([H])([H])N=C1OC([H])(C([H])([H])[H])OC1([H])[H],0.23691956,0.27781462,0.0065033,0.28871059,0.22427212,0.26793871,0.00669286,0.03985953,0.22733868,0.27399562,0.0051,0.3505
[H]N=C1OC([H])([H])C(C([H])([H])C([H])([H])[H])=C1[H],0.21642258,0.21972289,0.00209588,0.27787601,0.19955245,0.21069123,0.00173901,0.27891728,0.21607501,0.21931997,0.0028,0.4266
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1=O,0.146588,0.23372044,0.00033174,0.48992903,0.14116569,0.22369684,0.00025215,0.40821693,0.14945583,0.22348735,0.0003,0.4394
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])N([H])C1=O,0.18127079,0.20973771,0.00024062,0.05899463,0.17227307,0.20479141,0.00005372,0.03879037,0.18587441,0.21722894,0.0002,0.0311
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])OC1=O,0.18835402,0.23563072,0.00016219,0.13527833,0.17872076,0.23121112,0.00003174,0.21964328,0.19108179,0.23660686,0.0001,0.4372
[H]N=C1OC([H])([H])C(N([H])C([H])([H])[H])=C1[H],0.21366279,0.21895754,0.48184844,0.09308349,0.21104469,0.21529014,0.44050841,0.0279586,0.21063978,0.2163984,0.4481,0.0696
[H]C1=C(N([H])C([H])([H])[H])C([H])([H])C([H])([H])C1=O,0.16224818,0.20394789,0.00016243,0.52981722,0.15683188,0.20733392,0.00011728,0.41481351,0.16449366,0.20665248,0.0002,0.4627
[H]C1=C(N([H])C([H])([H])[H])C([H])([H])N([H])C1=O,0.19274857,0.20705192,0.01887491,0.22647142,0.1854863,0.20540522,0.00491426,0.18562494,0.19617525,0.20728457,0.0223,0.2254
[H]C1=C(N([H])C([H])([H])[H])C([H])([H])OC1=O,0.2050103,0.21277977,0.00571848,0.40615116,0.19594408,0.21360419,0.00069073,0.34436257,0.20673333,0.21299909,0.0057,0.3705
[H]N=C1OC([H])([H])C(C([H])([H])O[H])=C1[H],0.21682631,0.22191251,0.00190666,0.2706469,0.19972384,0.21238967,0.00204092,0.28213227,0.21567444,0.22052903,0.0017,0.4174
[H]OC([H])([H])C1=C([H])C(=O)C([H])([H])C1([H])[H],0.14740052,0.23570045,0.00025153,0.44407165,0.14180458,0.21919714,0.00017838,0.27239902,0.14963958,0.22442446,0.0003,0.4089
[H]OC([H])([H])C1=C([H])C(=O)N([H])C1([H])[H],0.18186675,0.21073172,0.00006294,0.06005347,0.17250854,0.20481389,0.0000008,0.03443221,0.18570537,0.21690554,0,0.0293
[H]OC([H])([H])C1=C([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.25934735,0.26664387,0.00866514,0.1524507,0.25367017,0.25894868,0.37527564,0.01175042,0.25009753,0.25106772,0.0744,0.2976
[H]OC([H])([H])C1=NC([H])(C([H])([H])[H])C([H])([H])O1,0.25883896,0.26099577,0.00538874,0.13072506,0.2515911,0.25196758,0.00555907,0.03871596,0.25391211,0.26048657,0.0043,0.1466
[H]OC([H])([H])C1=C([H])C([H])(C([H])([H])[H])OC1([H])[H],0.23618028,0.26045114,0.1099276,0.01560049,0.22447803,0.25947626,0.11590939,0.01235307,0.23767626,0.25497417,0.2089,0.0061
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.25939043,0.26897654,0.20103512,0.22553549,0.25132539,0.26970873,0.36149214,0.04018044,0.24719066,0.25781489,0.3368,0.0534
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])OC1([H])C([H])([H])[H],0.2322071,0.26052428,0.10837417,0.01438936,0.22135423,0.26652511,0.11290528,0.063859,0.23455992,0.26028812,0.2079,0.0087
[H]OC1([H])C([H])=C(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0.24731838,0.26446715,0.06354107,0.18086008,0.23493059,0.2556702,0.03667072,0.30437415,0.24528705,0.25666831,0.216,0.0973
[H]C([H])([H])C([H])([H])C1=NC([H])(C([H])([H])[H])C([H])([H])O1,0.24773616,0.25567532,0.00666979,0.15623428,0.23935647,0.25567533,0.00629666,0.16445944,0.24269989,0.25554011,0.0054,0.1762
[H]N1C(OC([H])([H])[H])=NC([H])(C([H])([H])[H])C1([H])[H],0.2353406,0.25937418,0.0117643,0.09220527,0.24828909,0.25947203,0.04188533,0.03159943,0.2371581,0.25723058,0.0122,0.0792
[H]OC([H])([H])C1=C([H])C([H])(O[H])C([H])([H])C1([H])[H],0.24932273,0.26414645,0.05124097,0.00345722,0.23602043,0.25579291,0.03774341,0.26231935,0.24710981,0.2575209,0.1766,0.003
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],0.16177468,0.23230807,0.00000062,0.00179494,0.15877684,0.20229091,0.00000147,0.00157094,0.15893348,0.2164572,0,0.0014
[H]C1=C(C([H])([H])C([H])([H])[H])N([H])C(=O)C1([H])[H],0.20314439,0.20368396,0.00112403,0.12251351,0.19777914,0.20102798,0.00083158,0.09962219,0.20135323,0.20195224,0.1055,0.0006
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])C(=O)N1[H],0.19671108,0.2016557,0.18482084,0.001038,0.19470979,0.19640478,0.16234983,0.003999,0.19377552,0.20089754,0.1619,0.0007
[H]N=C1N([H])C(C([H])([H])C([H])([H])[H])=NC1([H])[H],0.21913618,0.23201309,0.00994287,0.00043564,0.20948477,0.2201723,0.0092077,0.13966878,0.21729141,0.22109497,0.0084,0.1573
[H]N1C(=O)C([H])([H])N=C1C([H])([H])C([H])([H])[H],0.19174695,0.22752349,0.00211277,0.13757222,0.18605373,0.22861864,0.00263044,0.09788791,0.19152278,0.22865063,0.0019,0.1053
[H]C1([H])N=C(C([H])([H])C([H])([H])[H])OC1=O,0.20552714,0.24384347,0.00207967,0.00267132,0.19737049,0.23504022,0.00262576,0.0018653,0.20201472,0.23894779,0.0017,0.0023
[H]N1C(=O)C([H])([H])N=C1N([H])C([H])([H])[H],0.20030164,0.22692561,0.00148144,0.0606818,0.19471472,0.21769743,0.00198481,0.04075083,0.19827731,0.22719168,0.0013,0.053
[H]N=C1N([H])C(OC([H])([H])[H])=NC1([H])[H],0.23443011,0.24091293,0.01063039,-0.00000017,0.22437423,0.22965382,0.01002473,0.1199659,0.22973841,0.23112386,0.0085,0.1475
[H]N1C(=O)C([H])([H])N=C1OC([H])([H])[H],0.20226919,0.23457634,0.00131688,0.09780116,0.19610238,0.23079423,0.00184553,0.05996384,0.19942756,0.23485391,0.0012,0.0767
[H]OC([H])([H])C1=C([H])C([H])([H])C(=O)C1([H])[H],0.16227869,0.23214175,0.00000009,0.00198959,0.1592466,0.20046049,0.00000086,0.0015891,0.15931568,0.21556052,0,0.0019
[H]OC([H])([H])C1=C([H])C([H])([H])C(=O)N1[H],0.20088329,0.20260148,0.00222893,0.12511274,0.19468138,0.19960406,0.00077237,0.10684269,0.19996043,0.20020297,0.1069,0.0056
[H]OC([H])([H])C1=C([H])N([H])C(=O)C1([H])[H],0.19628591,0.20214563,0.16954647,0.00054373,0.19322009,0.19670622,0.15090703,0.00079316,0.19305523,0.20113641,0.1477,0.0006
[H]N=C1N([H])C(C([H])([H])O[H])=NC1([H])[H],0.21348494,0.2143178,0.14626551,0.03746403,0.2033254,0.21244478,0.0092481,0.12402975,0.21234128,0.21403542,0.0086,0.1391
[H]OC([H])([H])C1=NC([H])([H])C(=O)N1[H],0.19186151,0.23707456,0.00240392,0.00242775,0.18584235,0.22931514,0.00308335,0.0980294,0.19137211,0.22935621,0.0021,0.1072
[H]OC([H])([H])C1=NC([H])([H])C(=O)O1,0.20580957,0.24265616,0.00232062,0.00317891,0.19727153,0.23353904,0.00298093,0.00240836,0.20211026,0.23707725,0.002,0.0028
[H]OC([H])([H])C1=C([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.25944742,0.26608524,0.00221692,0.01376141,0.25561912,0.25879446,0.31254185,0.01058822,0.24981824,0.2519938,0.0065,0.2917
[H]OC([H])([H])C1=NC([H])([H])C([H])(C([H])([H])[H])O1,0.25930687,0.2630125,0.00919657,0.10633372,0.25170187,0.25334805,0.00598419,0.03828703,0.25413261,0.26250043,0.0048,0.1189
[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.2620753,0.26773505,0.06843668,0.26485176,0.25362665,0.2649599,0.31032854,0.0138146,0.24904283,0.25577898,0.2918,0.0206
[H]OC1([H])C([H])([H])C([H])=C(C([H])([H])C([H])([H])[H])C1([H])[H],0.26482015,0.26962108,0.10886499,0.00294158,0.25108235,0.25761035,0.01616883,0.32088786,0.25145726,0.25913787,0.2695,0.0596
[H]C([H])([H])C([H])([H])C1=NC([H])([H])C([H])(C([H])([H])[H])O1,0.24858189,0.25822957,0.00639868,0.1289313,0.23970237,0.25834701,0.00663164,0.13390705,0.24316661,0.25801701,0.0051,0.1474
[H]N1C(OC([H])([H])[H])=NC([H])([H])C1([H])C([H])([H])[H],0.23722871,0.26431703,0.01069901,0.07465921,0.24670029,0.26291383,0.02114527,0.02887417,0.23875669,0.26200799,0.0105,0.0655
[H]OC([H])([H])C1=C([H])C([H])([H])C([H])(O[H])C1([H])[H],0.2617991,0.27041795,0.00136117,0.00805294,0.25334535,0.25827768,0.04892531,0.24609321,0.25196807,0.25504767,0.0107,0.2994
[H]C1=C([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1=O,0.1440131,0.23728789,0.00021708,0.35576445,0.13831629,0.22631558,0.00012287,0.29470761,0.14590217,0.22647874,0.0002,0.3317
[H]C1=C([H])C([H])(C([H])([H])C([H])([H])[H])N([H])C1=O,0.17814839,0.20605107,0.00078269,0.09934579,0.16950828,0.20193129,0.000227,0.0702351,0.18186139,0.21318284,0.0004,0.0757
[H]N=C1OC([H])(C([H])([H])C([H])([H])[H])C([H])=C1[H],0.20089517,0.20667102,0.00369684,0.20832873,0.18549976,0.19998058,0.00215621,0.18944807,0.20254391,0.21119837,0.0034,0.2763
[H]C1=C([H])C([H])(C([H])([H])C([H])([H])[H])OC1=O,0.18568849,0.22913705,0.00014602,0.15891853,0.17611433,0.22578646,0.00000542,0.16825984,0.18745463,0.2354125,0.0001,0.2821
[H]C1=C([H])C([H])(OC([H])([H])[H])C([H])([H])C1=O,0.14367512,0.20978356,0.00014739,0.01498133,0.13688492,0.186175,0.00017737,0.00659263,0.14485114,0.21100728,0.0002,0.0143
[H]N=C1OC([H])(OC([H])([H])[H])C([H])=C1[H],0.20890377,0.22121101,0.00254802,0.17593051,0.19133615,0.21320582,0.00310404,0.15377617,0.20716697,0.22389159,0.0066,0.2867
[H]C1=C([H])C([H])(OC([H])([H])[H])OC1=O,0.18233846,0.22937105,0.00008893,0.02764152,0.17181367,0.20845139,0.00022171,0.00082608,0.18353716,0.23362649,0.0003,0.0087
[H]OC([H])([H])C1([H])C([H])=C([H])C(=O)C1([H])[H],0.14578445,0.23841392,0.00019507,0.34339171,0.13998801,0.21492623,0.00011569,0.00044079,0.14738684,0.22750405,0.0002,0.3162
[H]OC([H])([H])C1([H])C([H])=C([H])C(=O)N1[H],0.17642593,0.20366456,0.00025224,0.0854071,0.16766713,0.1990709,0.00014438,0.06092502,0.18026279,0.21063243,0.0002,0.0648
[H]N=C1OC([H])(C([H])([H])O[H])C([H])=C1[H],0.2127356,0.21424891,0.00171874,0.22656504,0.19588731,0.20302469,0.00175932,0.17932733,0.21096318,0.21464913,0.0022,0.2916
[H]OC([H])([H])C1([H])C([H])=C([H])C([H])(C([H])([H])[H])C1([H])[H],0.26528207,0.26964881,0.0095801,0.32291309,0.25708715,0.26371597,0.2793377,0.01525003,0.25339395,0.26278708,0.3046,0.003
[H]OC([H])([H])C1([H])OC([H])(C([H])([H])[H])C([H])=C1[H],0.22665343,0.26976092,0.07492346,0.00045674,0.21574785,0.25083992,0.07728066,0.00731832,0.23052484,0.27082048,0.126,0.001
[H]C1=C([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],0.26718254,0.27968508,0.34204778,0.02714218,0.2560395,0.28067714,0.30576901,0.01824984,0.25162998,0.27165836,0.3188,0.0197
[H]OC1([H])C([H])=C([H])C([H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.24806352,0.27345926,0.04513011,0.30031195,0.23370087,0.26069573,0.03073081,0.2555319,0.24533482,0.26041674,0.1252,0.1949
[H]C1=C([H])C([H])(C([H])([H])C([H])([H])[H])OC1([H])C([H])([H])[H],0.22625425,0.26699211,0.07488934,0.00067484,0.21799912,0.27473237,0.08231549,0.0009849,0.23108711,0.27041991,0.1308,0.001
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])OC([H])([H])[H],0.24549082,0.27300802,0.01073171,0.351803,0.23125926,0.26057737,0.00600119,0.30209617,0.24902078,0.25774874,0.0244,0.3132
[H]OC1([H])C([H])=C([H])C([H])(OC([H])([H])[H])C1([H])[H],0.23421571,0.2381761,0.00449569,0.02117547,0.21806721,0.22095123,0.0080184,0.00556021,0.23615484,0.23975627,0.0052,0.0221
[H]C1=C([H])C([H])(C([H])([H])[H])OC1([H])OC([H])([H])[H],0.24085845,0.26622616,0.05106161,0.02806561,0.23079703,0.24157301,0.04329752,0.02756054,0.24715759,0.26467967,0.1141,0.0562
[H]OC([H])([H])C1([H])C([H])=C([H])C([H])(O[H])C1([H])[H],0.25027795,0.26643778,0.04195543,0.00360301,0.23576271,0.25550085,0.02894948,0.04959765,0.24710246,0.26120685,0.1234,0.1418
[H]OC([H])([H])C1([H])C([H])([H])C([H])=C(C([H])([H])[H])C1([H])[H],0.26167638,0.26461947,0.00586824,0.00534315,0.25775809,0.2661405,0.2924409,0.01392515,0.25291253,0.25376879,0.0658,0.2376
[H]OC([H])([H])C1([H])OC(C([H])([H])[H])=NC1([H])[H],0.24931258,0.25961902,0.00694286,0.09588668,0.23898209,0.25658163,0.00701712,0.10036095,0.24329523,0.25856825,0.0049,0.1152
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.26302409,0.26988908,0.01055689,0.28970331,0.25667833,0.26707513,0.2955089,0.01588987,0.25129189,0.25490067,0.2627,0.0274
[H]C([H])([H])C1=NC([H])([H])C([H])(C([H])([H])C([H])([H])[H])O1,0.25055684,0.25836794,0.00621699,0.10732438,0.2411528,0.2589118,0.00645065,0.12322295,0.24432789,0.25834408,0.005,0.1227
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H],0.26720159,0.26955608,0.07405766,0.01780124,0.25012265,0.25950746,0.04334984,0.2715916,0.25226574,0.25923342,0.2846,0.0151
[H]C([H])([H])OC1([H])OC(C([H])([H])[H])=NC1([H])[H],0.251471,0.27284466,0.00705534,0.15632326,0.24159372,0.2711277,0.00672412,0.1664818,0.24495998,0.26975475,0.0051,0.1725
[H]N([H])C1=NC([H])([H])C([H])(OC([H])([H])[H])O1,0.24918959,0.27668272,0.01786322,0.04662193,0.25738759,0.26962637,0.04073403,0.00996907,0.24477256,0.27119165,0.0172,0.0144
[H]C1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1=O,0.16061535,0.22814419,0.00012827,0.0075784,0.15672092,0.21021211,0.00013105,0.01038924,0.15807355,0.23198379,0.0001,0.0105
[H]N=C1OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0.24960458,0.27211366,0.00831104,0.20119724,0.24106208,0.27838582,0.00829746,0.15826965,0.24275134,0.27536637,0.0064,0.1951
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C(=O)C([H])([H])C1([H])[H],0.16093916,0.25679038,0.00020997,0.02248024,0.15742354,0.27091781,0.00019035,0.02055585,0.15853659,0.26761594,0.0001,0.0207
[H]N1C(=O)C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H],0.21424616,0.25864413,0.00089871,0.00945023,0.21108602,0.26909542,0.00086916,0.001869,0.21108078,0.26378666,0.0006,0.0016
[H]C([H])([H])C([H])([H])C1([H])OC(=O)C([H])([H])C1([H])[H],0.21925459,0.28313447,0.00039141,0.04568679,0.21315169,0.28853299,0.00068599,0.07283696,0.21370835,0.29108773,0.0004,0.0618
[H]N1C(=O)C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.21486788,0.25849866,0.00041761,0.01651879,0.2116572,0.27164992,0.00065908,0.00391259,0.21163936,0.26181322,0.0004,0.0011
[H]N1C(=O)N([H])C([H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.25346769,0.25613865,0.00344406,0.01069419,0.24944752,0.26343857,0.00142854,0.02516959,0.24852466,0.25742902,0.0019,0.0085
[H]N1C(=O)OC([H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.26309486,0.26790333,0.00245457,0.00012198,0.25645168,0.28205606,0.00101272,0.00412114,0.2557606,0.26678908,0.0013,0.0004
[H]N=C1OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.25015112,0.27788903,0.0087024,0.239277,0.24177656,0.28308608,0.00861617,0.15824748,0.24310046,0.27906335,0.0065,0.2309
[H]N=C1OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])O1,0.27495141,0.28446525,0.01233303,0.00908179,0.27330536,0.2836856,0.00935663,0.02146684,0.27404339,0.27563097,0.0128,0.0082
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])OC(=O)C1([H])[H],0.21895737,0.28575639,0.00052082,0.03334299,0.21292898,0.29335683,0.00086686,0.09058517,0.21331146,0.29345806,0.0005,0.0759
[H]N1C(=O)OC([H])([H])C1([H])C([H])([H])C([H])([H])[H],0.26382395,0.26810892,0.00755515,0.01441372,0.2573985,0.27481647,0.00158416,0.02892929,0.25684471,0.26743219,0.002,0.0152
[H]C([H])([H])C([H])([H])C1([H])OC(=O)OC1([H])[H],0.27129298,0.31264722,0.00042171,0.00569903,0.26107142,0.31676816,0.00016958,0.05278468,0.26088714,0.31550766,0.0002,0.0046
[H]N=C1OC([H])(C([H])([H])C([H])([H])[H])OC1([H])[H],0.25179442,0.27848677,0.00913303,0.18878322,0.24279838,0.26472799,0.00935764,0.04216698,0.24404859,0.28043043,0.0072,0.1419
[H]C1([H])OC([H])(C([H])([H])C([H])([H])[H])OC1=O,0.22049399,0.27826554,0.00073998,0.08072143,0.21360209,0.25893475,0.00133243,0.03668506,0.21437351,0.27595803,0.0008,0.047
[H]C1([H])C(=O)C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])[H],0.15128423,0.20705138,0.00069129,0.0017038,0.14488306,0.19052932,0.00100478,0.00190798,0.15023124,0.20788358,0.0004,0.0017
[H]C([H])([H])OC1([H])OC([H])([H])C(=O)C1([H])[H],0.1626784,0.24934298,0.00011024,0.00798423,0.15835147,0.22804827,0.00013391,0.01163513,0.15966847,0.25170715,0.0001,0.012
[H]N=C1OC([H])(OC([H])([H])[H])C([H])([H])C1([H])[H],0.24878733,0.28437946,0.00876605,0.25193497,0.24000772,0.28569188,0.00863927,0.08661908,0.24185834,0.28470805,0.0068,0.2367
[H]C([H])([H])OC1([H])C([H])([H])C(=O)C([H])([H])C1([H])[H],0.16072124,0.25555699,0.00028757,0.00511632,0.15706493,0.22422926,0.00022444,0.00073616,0.15846677,0.25657277,0.0002,0.0026
[H]C([H])([H])OC1([H])OC(=O)C([H])([H])C1([H])[H],0.21875154,0.2938864,0.00047494,0.04987472,0.21240363,0.27400262,0.00081375,0.00145159,0.21296969,0.29877202,0.0005,0.0328
[H]N1C(=O)C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H],0.21739272,0.26156654,0.00040974,0.01943524,0.21390899,0.27162259,0.00082423,0.01314548,0.21384432,0.26264008,0.0004,0.0016
[H]N1C(=O)OC([H])(OC([H])([H])[H])C1([H])[H],0.26731233,0.26991808,0.00084866,0.00006317,0.26007587,0.28383057,0.00030892,0.00693331,0.25939879,0.26752039,0.0004,0.0003
[H]N=C1OC([H])([H])C([H])(OC([H])([H])[H])C1([H])[H],0.25072423,0.27584014,0.00971304,0.0508467,0.24192422,0.27337258,0.00958336,0.06247045,0.24355248,0.27778448,0.0072,0.1541
[H]N=C1OC([H])([H])C([H])(OC([H])([H])[H])O1,0.28245142,0.28528664,0.01292494,0.00497391,0.27410459,0.29259834,0.00834462,0.03063908,0.27451746,0.28168725,0.0075,0.0121
[H]C([H])([H])OC1([H])C([H])([H])OC(=O)C1([H])[H],0.22066606,0.27910131,0.00083851,0.02579961,0.21429369,0.26509747,0.00133768,0.01798694,0.21478511,0.28415313,0.0008,0.0168
[H]C([H])([H])OC1([H])OC(=O)OC1([H])[H],0.27210007,0.31270663,0.00018847,0.01526791,0.2616399,0.31519679,0.00006815,0.00906633,0.26142735,0.31593395,0.0001,0.0116
[H]OC([H])([H])C1([H])N([H])C([H])([H])C(=O)C1([H])[H],0.16294645,0.20768802,0.00004043,0.00402627,0.15934231,0.17793349,0.0000875,0.00499216,0.16021603,0.20286363,0,0.0046
[H]OC([H])([H])C1([H])OC([H])([H])C(=O)C1([H])[H],0.16157933,0.23178314,0.00009553,0.00833229,0.1577429,0.20649531,0.00011422,0.00840994,0.15883793,0.23418508,0.0001,0.0108
[H]N=C1OC([H])(C([H])([H])O[H])C([H])([H])C1([H])[H],0.2485419,0.27214458,0.00820116,0.14353338,0.24004177,0.26942173,0.00832652,0.06601572,0.24152024,0.27381922,0.0064,0.1233
[H]OC([H])([H])C1([H])C([H])([H])C(=O)C([H])([H])C1([H])[H],0.16107655,0.2684774,0.00018751,0.00040136,0.15750588,0.2476222,0.00016896,0.00032617,0.15865051,0.26576745,0.0001,0.0001
[H]OC([H])([H])C1([H])N([H])C(=O)C([H])([H])C1([H])[H],0.21552304,0.26319723,0.00066044,0.0202915,0.21200162,0.27324792,0.00075649,0.01666232,0.21217591,0.26966655,0.0005,0.0028
[H]OC([H])([H])C1([H])OC(=O)C([H])([H])C1([H])[H],0.21912575,0.28147125,0.00033193,0.07189218,0.21308399,0.25958287,0.00062589,0.01933853,0.21341068,0.28258026,0.0003,0.0342
[H]OC([H])([H])C1([H])C([H])([H])C(=O)N([H])C1([H])[H],0.21607664,0.25843807,0.00051411,0.01258672,0.21291879,0.2713729,0.00086886,0.01095608,0.21272714,0.26135018,0.0005,0.0012
